oc1,oc2,appel_2nde,loisir_2nde,loisir_1ere,comment
DUNKERQUE,HAZEBROUCK,,10.7,15.5,
DUNKERQUE,LA ROCHE SUR FORON,25,127,167,
DUNKERQUE,LANDRY,25,127,167,
DUNKERQUE,LENS,,20.5,29,
DUNKERQUE,LILLE EUROPE,,21.5,33,
DUNKERQUE,LILLE FLANDRES,,21.5,33,
DUNKERQUE,LYON PART DIEU,25,116,154,
DUNKERQUE,LYON PERRACHE,25,116,154,
DUNKERQUE,LYON ST EXUPERY,25,116,154,
DUNKERQUE,MARNE LA VALLEE CHESSY,15,66,85,
DUNKERQUE,MODANE,25,127,167,
DUNKERQUE,MOUTIERS SALINS BRIDES,25,127,167,
DUNKERQUE,PARIS NORD,15,66,85,
DUNKERQUE,SALLANCHES COMBLOUX MEGEVE,25,127,167,
DUNKERQUE,ST AVRE LA CHAMBRE,25,127,167,
DUNKERQUE,ST GERVAIS LES BAINS LE FAYET,25,127,167,
DUNKERQUE,ST JEAN DE MAURIENNE ARVAN,25,127,167,
DUNKERQUE,ST MICHEL VALLOIRE,25,127,167,
DUNKERQUE,TGV HAUTE PICARDIE,,29,43,
DUNKERQUE,VALENCE,25,127,159,
DUNKERQUE,VALENCE TGV,25,127,159,
EPINAL,PARIS EST,25,85,123,
EPINAL,REMIREMONT,,7.5,11,
ETAPLES LE TOUQUET,CALAIS FRETHUN,,15.5,23,
ETAPLES LE TOUQUET,LILLE EUROPE,,38,54,
ETAPLES LE TOUQUET,PARIS NORD,15,66,86,
EVIAN LES BAINS,THONON LES BAINS,,3.6,6.9,
EVREUX EMBRANCHEMENT,AEROPORT CDG 2 TGV ROISSY,15,38,48,
EVREUX EMBRANCHEMENT,AIME LA PLAGNE,25,125,165,
EVREUX EMBRANCHEMENT,ALBERTVILLE,25,125,165,
EVREUX EMBRANCHEMENT,BERNAY,,13.2,26,
EVREUX EMBRANCHEMENT,BOURG ST MAURICE,25,125,165,
EVREUX EMBRANCHEMENT,LANDRY,25,125,165,
EVREUX EMBRANCHEMENT,LISIEUX,,18.5,26.5,
EVREUX EMBRANCHEMENT,LISON,,35,49,
EVREUX EMBRANCHEMENT,MANTES LA J. TGV,,20.5,24.5,
EVREUX EMBRANCHEMENT,MANTES LA JOLIE,,20.5,24.5,
EVREUX EMBRANCHEMENT,MARNE LA VALLEE CHESSY,15,38,48,
EVREUX EMBRANCHEMENT,MASSY PALAISEAU,,17,25,
EVREUX EMBRANCHEMENT,MONTBARD,20,75,96,
EVREUX EMBRANCHEMENT,MOUTIERS SALINS BRIDES,25,125,165,
FACTURE BIGANOS , FUTUROSCOPE,,51,74,Tarifs applicables aux circulations à partir du 2 juillet 2017
FACTURE BIGANOS , PARIS MONTPARNASSE 1 ET 2,25,118,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
FACTURE BIGANOS , POITIERS,,51,74,Tarifs applicables aux circulations à partir du 2 juillet 2017
FACTURE BIGANOS , ST PIERRE DES CORPS,20,69,98,Tarifs applicables aux circulations à partir du 2 juillet 2017
FACTURE BIGANOS,ARCACHON,,5.8,9.2,
FACTURE BIGANOS,BAYONNE,,31,44,
FACTURE BIGANOS,CHATELLERAULT,,51,75,
FACTURE BIGANOS,FUTUROSCOPE,,47,68,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
FACTURE BIGANOS,LA TESTE,,5.1,8.4,
FACTURE BIGANOS,LIBOURNE,,17.5,25,
FACTURE BIGANOS,LOURDES,15,40,57,
FACTURE BIGANOS,MORCENX,,18,37,
FACTURE BIGANOS,PARIS MONTPARNASSE 1 ET 2,25,102,134,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
FACTURE BIGANOS,POITIERS,,47,68,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
FACTURE BIGANOS,ST JEAN DE LUZ CIBOURE,,34,48,
FACTURE BIGANOS,ST PIERRE DES CORPS,20,60,85,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
FACTURE BIGANOS,TARBES,15,42,62,
FONTAINEBLEAU AVON,AIX EN PROVENCE TGV,25,105,148,
FONTAINEBLEAU AVON,AVIGNON TGV,25,103,142,
FONTAINEBLEAU AVON,LAROCHE MIGENNES,,23,35,
FONTAINEBLEAU AVON,LE CREUSOT MONTCEAU MONTCHANIN,,67,84,
FONTAINEBLEAU AVON,LYON PART DIEU,25,81,110,
FONTAINEBLEAU AVON,LYON ST EXUPERY,25,81,110,
FONTAINEBLEAU AVON,MARSEILLE ST CHARLES,25,105,148,
FONTAINEBLEAU AVON,SENS,,14.8,22,
FONTAINEBLEAU AVON,VALENCE TGV,25,93,133,
FORBACH,LORRAINE TGV,,17.5,30,
FORBACH,PARIS EST,25,74,124,
FRASNE,MONTBARD,,23.5,31,
FRASNE,MOUCHARD,,10.8,16.5,
FRASNE,PARIS GARE DE LYON,20,82,109,
FRASNE,PONTARLIER,,4.9,8.2,
FUTUROSCOPE , ARCACHON,,51,76,Tarifs applicables aux circulations à partir du 2 juillet 2017
FUTUROSCOPE , ST PIERRE DES CORPS,,20.5,29.5,Tarifs applicables aux circulations à partir du 2 juillet 2017
FUTUROSCOPE,ARCACHON,,49,73,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
FUTUROSCOPE,BAYONNE,,66,95,
FUTUROSCOPE,CHATELLERAULT,,6.7,10.5,
FUTUROSCOPE,DOUAI,25,109,143,
FUTUROSCOPE,LIBOURNE,,39,55,
FUTUROSCOPE,MARMANDE,,58,84,
FUTUROSCOPE,MONTAUBAN VILLE BOURBON,20,67,97,
FUTUROSCOPE,ST JEAN DE LUZ CIBOURE,,69,100,
FUTUROSCOPE,ST PIERRE DES CORPS,,20,28.5,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
FUTUROSCOPE,TARBES,25,73,105,
FUTUROSCOPE,TGV HAUTE PICARDIE,25,102,129,
FUTUROSCOPE,TOULOUSE MATABIAU,25,73,105,
GENEVE,AVIGNON,20,66,97,
GENEVE,ST PERAY,,49,75,
GENEVE,VALENCE,,49,75,
GENEVE,VILLENEUVE LES AVIGNONS,20,66,97,
GRENOBLE,AEROPORT CDG 2 TGV ROISSY,25,108,145,
GRENOBLE,AIX LES BAINS LE REVARD,,17.5,25,
GRENOBLE,ANNECY,,24.5,37,
GRENOBLE,ARRAS,25,127,167,
GRENOBLE,DOUAI,25,127,167,
GRENOBLE,LA BAULE ESCOUBLAC,25,125,165,
GRENOBLE,LE CREUSOT MONTCEAU MONTCHANIN,,51,77,
GRENOBLE,LILLE EUROPE,25,127,167,
GRENOBLE,LYON PART DIEU,,26,38,
GRENOBLE,LYON PERRACHE,,26,38,
GRENOBLE,LYON ST EXUPERY,,27.5,48,
GRENOBLE,MACON LOCHE TGV,,36,51,
GRENOBLE,MACON VILLE,,36,51,
GRENOBLE,MARNE LA VALLEE CHESSY,25,108,145,
GRENOBLE,MARSEILLE ST CHARLES,20,65,86,
GRENOBLE,MASSY PALAISEAU,25,108,145,
GRENOBLE,NANTES,25,125,165,
GRENOBLE,PARIS GARE DE LYON,25,108,145,
GRENOBLE,PARIS NORD,25,108,145,
GRENOBLE,RENNES,25,127,167,
GRENOBLE,ST NAZAIRE,25,125,165,
GRENOBLE,ST PIERRE DES CORPS,25,112,157,
GRENOBLE,TGV HAUTE PICARDIE,25,119,156,
GRENOBLE,VALENCE TGV,,24.5,33,
GRENOBLE,VERSAILLES CHANTIERS,25,108,145,
GROISY THORENS LA CAILLE,AIX LES BAINS LE REVARD,,13.2,19,
GROISY THORENS LA CAILLE,ANNECY,,5.3,8.4,
GROISY THORENS LA CAILLE,BONNEVILLE,,9.3,13.7,
GROISY THORENS LA CAILLE,BOURG EN BRESSE,,31,44,
GROISY THORENS LA CAILLE,CLUSES  74,,11.9,17.5,
GROISY THORENS LA CAILLE,LA ROCHE SUR FORON,,7.3,10.7,
GROISY THORENS LA CAILLE,SALLANCHES COMBLOUX MEGEVE,,15.5,22,
GROISY THORENS LA CAILLE,ST GERVAIS LES BAINS LE FAYET,,16.5,23.5,
GUINGAMP , AEROPORT CDG2 TGV ROISSY,20,98,137,Tarifs applicables aux circulations à partir du 2 juillet 2017
GUINGAMP , MARNE LA VALLEE CHESSY,20,98,137,Tarifs applicables aux circulations à partir du 2 juillet 2017
GUINGAMP , PARIS MONTPARNASSE 1 ET 2,20,98,137,Tarifs applicables aux circulations à partir du 2 juillet 2017
GUINGAMP,AEROPORT CDG 2 TGV ROISSY,20,88,123,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
GUINGAMP,AIME LA PLAGNE,30,137,179,
GUINGAMP,AIX LES BAINS LE REVARD,30,137,179,
GUINGAMP,ALBERTVILLE,30,137,179,
GUINGAMP,ANNECY,30,137,179,
GUINGAMP,ANNEMASSE,30,137,179,
GUINGAMP,ARRAS,25,119,153,
GUINGAMP,BOURG ST MAURICE,30,137,179,
GUINGAMP,CLUSES  74,30,137,179,
GUINGAMP,DOUAI,25,119,153,
GUINGAMP,LA ROCHE SUR FORON,30,137,179,
GUINGAMP,LAMBALLE,,12.6,18.5,
GUINGAMP,LANDERNEAU,,21,30,
GUINGAMP,LANDRY,30,137,179,
GUINGAMP,LANNION,,11,16,
GUINGAMP,LE CREUSOT MONTCEAU MONTCHANIN,25,116,150,
GUINGAMP,LILLE EUROPE,25,119,153,
GUINGAMP,LYON PART DIEU,25,122,156,
GUINGAMP,LYON PERRACHE,25,122,156,
GUINGAMP,MARNE LA VALLEE CHESSY,20,88,123,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
GUINGAMP,MORLAIX,,13.5,19.5,
GUINGAMP,MOUTIERS SALINS BRIDES,30,137,179,
GUINGAMP,NANTES,,46,67,
GUINGAMP,PARIS MONTPARNASSE 1 ET 2,20,88,123,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
GUINGAMP,PLOUARET TREGOR,,7.9,11.5,
GUINGAMP,RENNES,,26,39,
GUINGAMP,SALLANCHES COMBLOUX MEGEVE,30,137,179,
GUINGAMP,ST AVRE LA CHAMBRE,,137,179,
GUINGAMP,ST BRIEUC,,9.1,13.5,
GUINGAMP,ST GERVAIS LES BAINS LE FAYET,30,137,179,
GUINGAMP,ST JEAN DE MAURIENNE ARVAN,,137,179,
GUINGAMP,ST MICHEL VALLOIRE,,137,179,
GUINGAMP,TGV HAUTE PICARDIE,25,120,158,
GUINGAMP,VITRE,,32,46,
HAZEBROUCK,ARRAS,,16,23,
HAZEBROUCK,BETHUNE,,9.6,14.3,
HAZEBROUCK,LENS,,12.6,18.5,
HAZEBROUCK,LILLE EUROPE,,13.2,26,
HAZEBROUCK,PARIS NORD,15,60,74,
HAZEBROUCK,ST OMER,,6.5,10,
HENDAYE , MASSY TGV,25,123,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
HENDAYE , PARIS MONTPARNASSE 1 ET 2,25,123,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
HENDAYE , RUFFEC CHARENTE,,57,85,Tarifs applicables aux circulations à partir du 2 juillet 2017
HENDAYE , ST PIERRE DES CORPS,25,80,114,Tarifs applicables aux circulations à partir du 2 juillet 2017
HENDAYE,AEROPORT CDG 2 TGV ROISSY,25,112,147,
HENDAYE,ANGOULEME,,57,82,
HENDAYE,ARRAS,30,144,174,
HENDAYE,BAYONNE,,10,14.6,
HENDAYE,BIARRITZ,,8,11.9,
HENDAYE,BORDEAUX ST JEAN,,40,58,
HENDAYE,CHATELLERAULT,,73,105,
HENDAYE,DOUAI,30,144,174,
HENDAYE,FACTURE BIGANOS,,36,50,
HENDAYE,FUTUROSCOPE,,70,102,
HENDAYE,LIBOURNE,,45,65,
HENDAYE,LILLE EUROPE,30,144,174,
HENDAYE,MARNE LA VALLEE CHESSY,25,112,147,
HENDAYE,MASSY TGV,25,112,147,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
HENDAYE,MORCENX,,19,27,
HENDAYE,PARIS AUSTERLITZ,25,112,147,
HENDAYE,PARIS MONTPARNASSE 1 ET 2,25,112,147,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
HENDAYE,POITIERS,,69,101,
HENDAYE,RUFFEC CHARENTE,,55,82,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
HENDAYE,ST JEAN DE LUZ CIBOURE,,4.3,8,
HENDAYE,ST PIERRE DES CORPS,25,79,113,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
HENDAYE,TGV HAUTE PICARDIE,30,144,174,
HYERES,MONTELIMAR,15,47,68,
IRUN , MASSY TGV,25,123,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
IRUN , PARIS MONTPARNASSE 1 ET 2,25,123,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
IRUN , ST PIERRE DES CORPS,25,80,114,Tarifs applicables aux circulations à partir du 2 juillet 2017
IRUN,AEROPORT CDG 2 TGV ROISSY,25,112,147,
IRUN,ANGOULEME,,57,82,
IRUN,ARRAS,30,144,174,
IRUN,BAYONNE,,10.6,15,
IRUN,BIARRITZ,,8.3,12.6,
IRUN,BORDEAUX ST JEAN,,41,60,
IRUN,DAX,,19.5,27.5,
IRUN,DOUAI,30,144,174,
IRUN,FUTUROSCOPE,,70,102,
IRUN,LIBOURNE,,45,66,
IRUN,LILLE EUROPE,30,144,174,
IRUN,LILLE FLANDRES,30,144,174,
IRUN,MARNE LA VALLEE CHESSY,25,112,147,
IRUN,MASSY TGV,25,112,147,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
IRUN,PARIS MONTPARNASSE 1 ET 2,25,112,147,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
IRUN,POITIERS,,69,101,
IRUN,ST JEAN DE LUZ CIBOURE,,4.8,8.3,
IRUN,ST PIERRE DES CORPS,25,79,113,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
IRUN,TGV HAUTE PICARDIE,30,144,174,
JUVISY TGV,AEROPORT CDG 2 TGV ROISSY,,35,47,
JUVISY TGV,LA SOUTERRAINE,20,52,80,
JUVISY TGV,LES AUBRAIS ORLEANS,,24,37,
JUVISY TGV,LILLE EUROPE,15,63,82,
JUVISY TGV,MARNE LA VALLEE CHESSY,,35,47,
JUVISY TGV,VIERZON VILLE,15,35,51,
JUVISY,AEROPORT CDG 2 TGV ROISSY,,35,47,
JUVISY,LA SOUTERRAINE,20,52,80,
JUVISY,LES AUBRAIS ORLEANS,,24,37,
JUVISY,LILLE EUROPE,15,63,82,
JUVISY,MARNE LA VALLEE CHESSY,,35,47,
JUVISY,VIERZON VILLE,15,35,51,
LA BAULE ESCOUBLAC , AEROPORT CDG2 TGV ROISSY,25,88,128,Tarifs applicables aux circulations à partir du 2 juillet 2017
LA BAULE ESCOUBLAC , MARNE LA VALLEE CHESSY,25,88,128,Tarifs applicables aux circulations à partir du 2 juillet 2017
LA BAULE ESCOUBLAC , PARIS MONTPARNASSE 1 ET 2,25,88,128,Tarifs applicables aux circulations à partir du 2 juillet 2017
LA BAULE ESCOUBLAC,AEROPORT CDG 2 TGV ROISSY,25,87,126,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LA BAULE ESCOUBLAC,LE CREUSOT MONTCEAU MONTCHANIN,,107,140,
LA BAULE ESCOUBLAC,LILLE EUROPE,25,108,140,
LA BAULE ESCOUBLAC,LYON PART DIEU,25,113,150,
LA BAULE ESCOUBLAC,LYON PERRACHE,25,113,150,
LA BAULE ESCOUBLAC,MARNE LA VALLEE CHESSY,25,87,126,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LA BAULE ESCOUBLAC,NANTES,,18.5,26.5,
LA BAULE ESCOUBLAC,PARIS MONTPARNASSE 1 ET 2,25,87,126,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LA BAULE ESCOUBLAC,SABLE,,38,54,
LA BAULE ESCOUBLAC,ST NAZAIRE,,6,9.2,
LA BAULE ESCOUBLAC,ST PIERRE DES CORPS,,45,66,
LA BAULE ESCOUBLAC,TGV HAUTE PICARDIE,,98,124,
LA ROCHE SUR FORON,AEROPORT CDG 2 TGV ROISSY,,109,150,
LA ROCHE SUR FORON,AIX LES BAINS LE REVARD,,18,25,
LA ROCHE SUR FORON,ANNECY,,10.6,15.5,
LA ROCHE SUR FORON,ANNEMASSE,,5.7,9,
LA ROCHE SUR FORON,ARRAS,,127,167,
LA ROCHE SUR FORON,AURAY,30,137,179,
LA ROCHE SUR FORON,BELLEGARDE,,14.2,20.5,
LA ROCHE SUR FORON,BOURG EN BRESSE,,32,46,
LA ROCHE SUR FORON,DOUAI,,127,167,
LA ROCHE SUR FORON,LORIENT,30,137,179,
LA ROCHE SUR FORON,MARNE LA VALLEE CHESSY,,109,150,
LA ROCHE SUR FORON,MORLAIX,30,147,190,
LA ROCHE SUR FORON,NANTES,25,127,167,
LA ROCHE SUR FORON,PARIS GARE DE LYON,25,109,150,
LA ROCHE SUR FORON,PARIS NORD,25,109,150,
LA ROCHE SUR FORON,QUIMPER,30,147,190,
LA ROCHE SUR FORON,REDON,30,137,179,
LA ROCHE SUR FORON,RENNES,25,132,170,
LA ROCHE SUR FORON,SALLANCHES COMBLOUX MEGEVE,,10.8,16,
LA ROCHE SUR FORON,ST BRIEUC,30,137,179,
LA ROCHE SUR FORON,ST GERVAIS LES BAINS LE FAYET,,11.9,17.5,
LA ROCHE SUR FORON,TGV HAUTE PICARDIE,25,119,156,
LA ROCHE SUR FORON,VANNES,30,137,179,
LA ROCHELLE VILLE , PARIS MONTPARNASSE 1 ET 2,25,94,130,Tarifs applicables aux circulations à partir du 2 juillet 2017
LA ROCHELLE VILLE,AEROPORT CDG 2 TGV ROISSY,25,89,123,
LA ROCHELLE VILLE,ARRAS,25,122,155,
LA ROCHELLE VILLE,CHATELLERAULT,,34,48,
LA ROCHELLE VILLE,DOUAI,25,122,155,
LA ROCHELLE VILLE,FUTUROSCOPE,,30,44,
LA ROCHELLE VILLE,MARNE LA VALLEE CHESSY,25,89,123,
LA ROCHELLE VILLE,NIORT,,14.8,22,
LA ROCHELLE VILLE,PARIS MONTPARNASSE 1 ET 2,25,89,123,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LA ROCHELLE VILLE,POITIERS,,28.5,42,
LA ROCHELLE VILLE,ST PIERRE DES CORPS,,42,61,
LA ROCHELLE VILLE,TGV HAUTE PICARDIE,25,112,145,
LA SOUTERRAINE,AEROPORT CDG 2 TGV ROISSY,20,80,101,
LA SOUTERRAINE,MARNE LA VALLEE CHESSY,20,80,101,
LA SOUTERRAINE,VIERZON VILLE,,27,41,
LA TESTE , FUTUROSCOPE,,51,76,Tarifs applicables aux circulations à partir du 2 juillet 2017
LA TESTE , PARIS MONTPARNASSE 1 ET 2,25,118,173,Tarifs applicables aux circulations à partir du 2 juillet 2017
LA TESTE , POITIERS,,51,76,Tarifs applicables aux circulations à partir du 2 juillet 2017
LA TESTE , ST PIERRE DES CORPS,20,69,99,Tarifs applicables aux circulations à partir du 2 juillet 2017
LA TESTE,ARCACHON,,1.6,3.8,
LA TESTE,FUTUROSCOPE,,49,73,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LA TESTE,LIBOURNE,,20.5,30,
LA TESTE,PARIS MONTPARNASSE 1 ET 2,25,102,134,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LA TESTE,POITIERS,,49,73,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LA TESTE,ST PIERRE DES CORPS,20,61,87,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LAMBALLE , PARIS MONTPARNASSE 1 ET 2,20,94,136,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAMBALLE,AEROPORT CDG 2 TGV ROISSY,20,84,122,
LAMBALLE,ARRAS,25,119,153,
LAMBALLE,DOUAI,25,119,153,
LAMBALLE,LANDERNEAU,,30,43,
LAMBALLE,LILLE EUROPE,25,119,153,
LAMBALLE,MARNE LA VALLEE CHESSY,20,84,122,
LAMBALLE,MORLAIX,,22.5,34,
LAMBALLE,PARIS MONTPARNASSE 1 ET 2,20,84,122,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LAMBALLE,PLOUARET TREGOR,,18,25,
LAMBALLE,RENNES,,17.5,24,
LAMBALLE,ST BRIEUC,,6.6,10,
LAMBALLE,TGV HAUTE PICARDIE,25,120,158,
LAMBALLE,VITRE,,24,36,
LANDERNEAU,VITRE,,44,65,
LANDRY,AEROPORT CDG 2 TGV ROISSY,25,118,161,
LANDRY,AIME LA PLAGNE,,3.9,6.9,
LANDRY,AIX LES BAINS LE REVARD,,30,43,
LANDRY,ALBERTVILLE,,16.5,23,
LANDRY,ARRAS,25,127,167,
LANDRY,AURAY,30,137,179,
LANDRY,BELFORT,MONTBELIARD TGV,25,92,115,
LANDRY,BERNAY,25,125,165,
LANDRY,BESANCON FRANCHE,COMTE TGV,20,78,97,
LANDRY,BOURG EN BRESSE,,28.5,38,
LANDRY,BOURG ST MAURICE,,3.2,6.3,
LANDRY,DOUAI,25,127,167,
LANDRY,ECOLE VALENTIN,,78,97,
LANDRY,LANDRY,LAVAL,25,120,162,
LANDRY,LILLE EUROPE,25,127,167,
LANDRY,LISIEUX,25,125,165,
LANDRY,LISON,25,125,165,
LANDRY,LORIENT,30,137,179,
LANDRY,LYON PART DIEU,,45,66,
LANDRY,LYON ST EXUPERY,,45,66,
LANDRY,MACON LOCHE TGV,15,46,67,
LANDRY,MARNE LA VALLEE CHESSY,25,118,161,
LANDRY,MASSY PALAISEAU,25,118,161,
LANDRY,MORLAIX,30,147,190,
LANDRY,MOUTIERS SALINS BRIDES,,9.2,13.7,
LANDRY,NANTES,25,127,167,
LANDRY,PARIS GARE DE LYON,25,118,161,
LANDRY,PARIS NORD,25,118,161,
LANDRY,QUIMPER,30,147,190,
LANDRY,REDON,30,137,179,
LANDRY,RENNES,25,132,170,
LANDRY,ROUEN RIVE DROITE,25,121,160,
LANDRY,ST BRIEUC,30,137,179,
LANDRY,TGV HAUTE PICARDIE,25,119,156,
LANDRY,VANNES,30,137,179,
LANNION , PARIS MONTPARNASSE 1 ET 2,20,99,138,Tarifs applicables aux circulations à partir du 2 juillet 2017
LANNION,LAMBALLE,,20.5,30,
LANNION,PARIS MONTPARNASSE 1 ET 2,20,91,127,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LANNION,PLOUARET TREGOR,,5.3,8.5,
LANNION,RENNES,,33,47,
LANNION,ST BRIEUC,,16,23,
LAROCHE MIGENNES,LE CREUSOT MONTCEAU MONTCHANIN,,46,60,
LAROCHE MIGENNES,LYON PART DIEU,20,73,97,
LAROCHE MIGENNES,LYON PERRACHE,20,73,97,
LAROCHE MIGENNES,LYON ST EXUPERY,20,73,97,
LAROCHE MIGENNES,MARSEILLE ST CHARLES,25,95,137,
LAROCHE MIGENNES,MELUN,,23,35,
LAROCHE MIGENNES,SENS,,11,16.5,
LAROCHE MIGENNES,VALENCE TGV,25,83,116,
LAVAL , AEROPORT CDG2 TGV ROISSY,15,78,112,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , AURAY,,39,55,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , BREST,,54,79,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , DOL DE BRETAGNE,,28.5,42,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , GUINGAMP,,39,55,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , LAMBALLE,,33,47,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , LE MANS,,22.5,32,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , LILLE EUROPE,25,102,131,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , LILLE FLANDRES,25,102,131,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , LORIENT,,44,65,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , LYON PART DIEU,25,99,140,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , LYON PERRACHE,25,99,140,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , MARNE LA VALLEE CHESSY,15,78,112,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , MASSY TGV,15,78,112,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , MORLAIX,,46,67,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , PARIS MONTPARNASSE 1 ET 2,15,78,112,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , PLOUARET TREGOR,,42,60,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , QUIMPER,,52,76,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , QUIMPERLE,,47,69,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , REDON,,30,44,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , RENNES,,18.5,26.5,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , ST BRIEUC,,36,51,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , ST MALO,,34,48,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , TGV HAUTE PICARDIE,25,88,112,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL , VANNES,,38,54,Tarifs applicables aux circulations à partir du 2 juillet 2017
LAVAL,AEROPORT CDG 2 TGV ROISSY,15,72,104,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LAVAL,AIME LA PLAGNE,LAVAL,25,120,162,
LAVAL,AIX EN PROVENCE TGV,25,133,173,
LAVAL,ANNEMASSE,25,120,162,
LAVAL,ARRAS,25,97,124,
LAVAL,AURAY,,38,54,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LAVAL,AVIGNON,,133,173,
LAVAL,AVIGNON TGV,25,133,173,
LAVAL,BREST,,51,75,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LAVAL,CHAMPAGNE ARDENNE,25,92,122,
LAVAL,DOL,,26.5,39,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LAVAL,DOUAI,25,97,124,
LAVAL,GRENOBLE,25,114,158,
LAVAL,GUINGAMP,,37,52,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LAVAL,LAMBALLE,,30,43,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LAVAL,LANDERNEAU,,49,73,
LAVAL,LANNION,,42,61,
LAVAL,LE CREUSOT MONTCEAU MONTCHANIN,25,100,140,
LAVAL,LE MANS,,20,28.5,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LAVAL,LILLE EUROPE,25,97,124,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LAVAL,LILLE FLANDRES,25,97,124,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LAVAL,LORIENT,,42,62,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LAVAL,LORRAINE TGV,25,112,148,
LAVAL,LYON PART DIEU,25,96,135,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LAVAL,LYON PERRACHE,25,96,135,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LAVAL,LYON ST EXUPERY,25,96,135,
LAVAL,MARNE LA VALLEE CHESSY,15,72,104,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LAVAL,MARSEILLE ST CHARLES,25,133,173,
LAVAL,MASSY PALAISEAU,15,72,104,
LAVAL,MASSY TGV,15,72,104,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LAVAL,MODANE,25,127,166,
LAVAL,MORLAIX,,44,64,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
LAVAL,NANCY VILLE,25,112,148,
LAVAL,PARIS MONTPARNASSE 1 ET 2,15,72,104,Tarifs applicables aux circulations jusqu'au 1er juillet 2017
